date,value,timeseries_id,dataset_id,value_name
1990-12-31,50.4,L2NC,PN2,ios
1991-01-31,50.4,L2NC,PN2,ios
1991-02-28,50.4,L2NC,PN2,ios
1991-03-31,50.4,L2NC,PN2,ios
1991-04-30,50.432967032967035,L2NC,PN2,ios
1991-05-31,50.467032967032964,L2NC,PN2,ios
1991-06-30,50.5,L2NC,PN2,ios
1991-07-31,50.56739130434783,L2NC,PN2,ios
1991-08-31,50.63478260869565,L2NC,PN2,ios
1991-09-30,50.7,L2NC,PN2,ios
1991-10-31,50.7,L2NC,PN2,ios
1991-11-30,50.7,L2NC,PN2,ios
1991-12-31,50.7,L2NC,PN2,ios
1992-01-31,50.7,L2NC,PN2,ios
1992-02-29,50.7,L2NC,PN2,ios
1992-03-31,50.7,L2NC,PN2,ios
1992-04-30,50.73296703296703,L2NC,PN2,ios
1992-05-31,50.76703296703297,L2NC,PN2,ios
1992-06-30,50.8,L2NC,PN2,ios
1992-07-31,50.90108695652174,L2NC,PN2,ios
1992-08-31,51.00217391304348,L2NC,PN2,ios
1992-09-30,51.1,L2NC,PN2,ios
1992-10-31,51.268478260869564,L2NC,PN2,ios
1992-11-30,51.43152173913044,L2NC,PN2,ios
1992-12-31,51.6,L2NC,PN2,ios
1993-01-31,51.772222222222226,L2NC,PN2,ios
1993-02-28,51.92777777777778,L2NC,PN2,ios
1993-03-31,52.1,L2NC,PN2,ios
1993-04-30,52.26483516483517,L2NC,PN2,ios
1993-05-31,52.435164835164834,L2NC,PN2,ios
1993-06-30,52.6,L2NC,PN2,ios
1993-07-31,52.73478260869565,L2NC,PN2,ios
1993-08-31,52.869565217391305,L2NC,PN2,ios
1993-09-30,53.0,L2NC,PN2,ios
1993-10-31,53.06739130434783,L2NC,PN2,ios
1993-11-30,53.13260869565217,L2NC,PN2,ios
1993-12-31,53.2,L2NC,PN2,ios
1994-01-31,53.44111111111111,L2NC,PN2,ios
1994-02-28,53.65888888888889,L2NC,PN2,ios
1994-03-31,53.9,L2NC,PN2,ios
1994-04-30,54.064835164835166,L2NC,PN2,ios
1994-05-31,54.23516483516483,L2NC,PN2,ios
1994-06-30,54.4,L2NC,PN2,ios
1994-07-31,54.56847826086956,L2NC,PN2,ios
1994-08-31,54.73695652173913,L2NC,PN2,ios
1994-09-30,54.9,L2NC,PN2,ios
1994-10-31,55.03478260869565,L2NC,PN2,ios
1994-11-30,55.165217391304346,L2NC,PN2,ios
1994-12-31,55.3,L2NC,PN2,ios
1995-01-31,55.47222222222222,L2NC,PN2,ios
1995-02-28,55.62777777777777,L2NC,PN2,ios
1995-03-31,55.8,L2NC,PN2,ios
1995-04-30,55.8,L2NC,PN2,ios
1995-05-31,55.8,L2NC,PN2,ios
1995-06-30,55.8,L2NC,PN2,ios
1995-07-31,55.96847826086956,L2NC,PN2,ios
1995-08-31,56.13695652173913,L2NC,PN2,ios
1995-09-30,56.3,L2NC,PN2,ios
1995-10-31,56.232608695652175,L2NC,PN2,ios
1995-11-30,56.167391304347824,L2NC,PN2,ios
1995-12-31,56.1,L2NC,PN2,ios
1996-01-31,56.33846153846154,L2NC,PN2,ios
1996-02-29,56.56153846153846,L2NC,PN2,ios
1996-03-31,56.8,L2NC,PN2,ios
1996-04-30,56.964835164835165,L2NC,PN2,ios
1996-05-31,57.13516483516483,L2NC,PN2,ios
1996-06-30,57.3,L2NC,PN2,ios
1996-07-31,57.46847826086956,L2NC,PN2,ios
1996-08-31,57.63695652173913,L2NC,PN2,ios
1996-09-30,57.8,L2NC,PN2,ios
1996-10-31,57.93478260869565,L2NC,PN2,ios
1996-11-30,58.06521739130435,L2NC,PN2,ios
1996-12-31,58.2,L2NC,PN2,ios
1997-01-31,58.57888888888889,L2NC,PN2,ios
1997-02-28,58.92111111111111,L2NC,PN2,ios
1997-03-31,59.3,L2NC,PN2,ios
1997-04-30,59.53076923076923,L2NC,PN2,ios
1997-05-31,59.76923076923077,L2NC,PN2,ios
1997-06-30,60.0,L2NC,PN2,ios
1997-07-31,60.13478260869565,L2NC,PN2,ios
1997-08-31,60.2695652173913,L2NC,PN2,ios
1997-09-30,60.4,L2NC,PN2,ios
1997-10-31,60.60217391304348,L2NC,PN2,ios
1997-11-30,60.79782608695652,L2NC,PN2,ios
1997-12-31,61.0,L2NC,PN2,ios
1998-01-31,61.10333333333333,L2NC,PN2,ios
1998-02-28,61.196666666666665,L2NC,PN2,ios
1998-03-31,61.3,L2NC,PN2,ios
1998-04-30,61.66263736263736,L2NC,PN2,ios
1998-05-31,62.037362637362634,L2NC,PN2,ios
1998-06-30,62.4,L2NC,PN2,ios
1998-07-31,62.6695652173913,L2NC,PN2,ios
1998-08-31,62.93913043478261,L2NC,PN2,ios
1998-09-30,63.2,L2NC,PN2,ios
1998-10-31,63.469565217391306,L2NC,PN2,ios
1998-11-30,63.7304347826087,L2NC,PN2,ios
1998-12-31,64.0,L2NC,PN2,ios
1999-01-31,64.10333333333334,L2NC,PN2,ios
1999-02-28,64.19666666666666,L2NC,PN2,ios
1999-03-31,64.3,L2NC,PN2,ios
1999-04-30,64.33296703296703,L2NC,PN2,ios
1999-05-31,64.36703296703297,L2NC,PN2,ios
1999-06-30,64.4,L2NC,PN2,ios
1999-07-31,64.83804347826087,L2NC,PN2,ios
1999-08-31,65.27608695652174,L2NC,PN2,ios
1999-09-30,65.7,L2NC,PN2,ios
1999-10-31,66.17173913043479,L2NC,PN2,ios
1999-11-30,66.62826086956521,L2NC,PN2,ios
1999-12-31,67.1,L2NC,PN2,ios
2000-01-31,67.33846153846153,L2NC,PN2,ios
2000-02-29,67.56153846153846,L2NC,PN2,ios
2000-03-31,67.8,L2NC,PN2,ios
2000-04-30,67.9978021978022,L2NC,PN2,ios
2000-05-31,68.2021978021978,L2NC,PN2,ios
2000-06-30,68.4,L2NC,PN2,ios
2000-07-31,68.53478260869565,L2NC,PN2,ios
2000-08-31,68.66956521739131,L2NC,PN2,ios
2000-09-30,68.8,L2NC,PN2,ios
2000-10-31,68.8,L2NC,PN2,ios
2000-11-30,68.8,L2NC,PN2,ios
2000-12-31,68.8,L2NC,PN2,ios
2001-01-31,69.28222222222222,L2NC,PN2,ios
2001-02-28,69.71777777777778,L2NC,PN2,ios
2001-03-31,70.2,L2NC,PN2,ios
2001-04-30,70.4967032967033,L2NC,PN2,ios
2001-05-31,70.8032967032967,L2NC,PN2,ios
2001-06-30,71.1,L2NC,PN2,ios
2001-07-31,71.3358695652174,L2NC,PN2,ios
2001-08-31,71.57173913043478,L2NC,PN2,ios
2001-09-30,71.8,L2NC,PN2,ios
2001-10-31,72.00217391304348,L2NC,PN2,ios
2001-11-30,72.19782608695652,L2NC,PN2,ios
2001-12-31,72.4,L2NC,PN2,ios
2002-01-31,72.43444444444445,L2NC,PN2,ios
2002-02-28,72.46555555555555,L2NC,PN2,ios
2002-03-31,72.5,L2NC,PN2,ios
2002-04-30,72.69780219780219,L2NC,PN2,ios
2002-05-31,72.9021978021978,L2NC,PN2,ios
2002-06-30,73.1,L2NC,PN2,ios
2002-07-31,73.30217391304348,L2NC,PN2,ios
2002-08-31,73.50434782608696,L2NC,PN2,ios
2002-09-30,73.7,L2NC,PN2,ios
2002-10-31,73.9358695652174,L2NC,PN2,ios
2002-11-30,74.1641304347826,L2NC,PN2,ios
2002-12-31,74.4,L2NC,PN2,ios
2003-01-31,74.74444444444445,L2NC,PN2,ios
2003-02-28,75.05555555555556,L2NC,PN2,ios
2003-03-31,75.4,L2NC,PN2,ios
2003-04-30,75.66373626373627,L2NC,PN2,ios
2003-05-31,75.93626373626374,L2NC,PN2,ios
2003-06-30,76.2,L2NC,PN2,ios
2003-07-31,76.4695652173913,L2NC,PN2,ios
2003-08-31,76.73913043478261,L2NC,PN2,ios
2003-09-30,77.0,L2NC,PN2,ios
2003-10-31,77.13478260869566,L2NC,PN2,ios
2003-11-30,77.26521739130435,L2NC,PN2,ios
2003-12-31,77.4,L2NC,PN2,ios
2004-01-31,77.50219780219781,L2NC,PN2,ios
2004-02-29,77.5978021978022,L2NC,PN2,ios
2004-03-31,77.7,L2NC,PN2,ios
2004-04-30,77.83186813186813,L2NC,PN2,ios
2004-05-31,77.96813186813186,L2NC,PN2,ios
2004-06-30,78.1,L2NC,PN2,ios
2004-07-31,78.3695652173913,L2NC,PN2,ios
2004-08-31,78.63913043478261,L2NC,PN2,ios
2004-09-30,78.9,L2NC,PN2,ios
2004-10-31,79.03478260869565,L2NC,PN2,ios
2004-11-30,79.16521739130435,L2NC,PN2,ios
2004-12-31,79.3,L2NC,PN2,ios
2005-01-31,79.61,L2NC,PN2,ios
2005-02-28,79.89,L2NC,PN2,ios
2005-03-31,80.2,L2NC,PN2,ios
2005-04-30,80.5956043956044,L2NC,PN2,ios
2005-05-31,81.00439560439561,L2NC,PN2,ios
2005-06-30,81.4,L2NC,PN2,ios
2005-07-31,81.97282608695653,L2NC,PN2,ios
2005-08-31,82.54565217391304,L2NC,PN2,ios
2005-09-30,83.1,L2NC,PN2,ios
2005-10-31,83.6391304347826,L2NC,PN2,ios
2005-11-30,84.1608695652174,L2NC,PN2,ios
2005-12-31,84.7,L2NC,PN2,ios
2006-01-31,84.7688888888889,L2NC,PN2,ios
2006-02-28,84.83111111111111,L2NC,PN2,ios
2006-03-31,84.9,L2NC,PN2,ios
2006-04-30,84.93296703296704,L2NC,PN2,ios
2006-05-31,84.96703296703296,L2NC,PN2,ios
2006-06-30,85.0,L2NC,PN2,ios
2006-07-31,85.0,L2NC,PN2,ios
2006-08-31,85.0,L2NC,PN2,ios
2006-09-30,85.0,L2NC,PN2,ios
2006-10-31,85.06739130434782,L2NC,PN2,ios
2006-11-30,85.13260869565218,L2NC,PN2,ios
2006-12-31,85.2,L2NC,PN2,ios
2007-01-31,85.54444444444445,L2NC,PN2,ios
2007-02-28,85.85555555555555,L2NC,PN2,ios
2007-03-31,86.2,L2NC,PN2,ios
2007-04-30,86.46373626373627,L2NC,PN2,ios
2007-05-31,86.73626373626374,L2NC,PN2,ios
2007-06-30,87.0,L2NC,PN2,ios
2007-07-31,87.33695652173913,L2NC,PN2,ios
2007-08-31,87.67391304347827,L2NC,PN2,ios
2007-09-30,88.0,L2NC,PN2,ios
2007-10-31,88.2358695652174,L2NC,PN2,ios
2007-11-30,88.4641304347826,L2NC,PN2,ios
2007-12-31,88.7,L2NC,PN2,ios
2008-01-31,88.87032967032967,L2NC,PN2,ios
2008-02-29,89.02967032967034,L2NC,PN2,ios
2008-03-31,89.2,L2NC,PN2,ios
2008-04-30,89.03516483516484,L2NC,PN2,ios
2008-05-31,88.86483516483517,L2NC,PN2,ios
2008-06-30,88.7,L2NC,PN2,ios
2008-07-31,88.26195652173914,L2NC,PN2,ios
2008-08-31,87.82391304347827,L2NC,PN2,ios
2008-09-30,87.4,L2NC,PN2,ios
2008-10-31,87.06304347826088,L2NC,PN2,ios
2008-11-30,86.73695652173913,L2NC,PN2,ios
2008-12-31,86.4,L2NC,PN2,ios
2009-01-31,86.1588888888889,L2NC,PN2,ios
2009-02-28,85.94111111111111,L2NC,PN2,ios
2009-03-31,85.7,L2NC,PN2,ios
2009-04-30,85.56813186813187,L2NC,PN2,ios
2009-05-31,85.43186813186813,L2NC,PN2,ios
2009-06-30,85.3,L2NC,PN2,ios
2009-07-31,85.33369565217392,L2NC,PN2,ios
2009-08-31,85.36739130434783,L2NC,PN2,ios
2009-09-30,85.4,L2NC,PN2,ios
2009-10-31,85.50108695652175,L2NC,PN2,ios
2009-11-30,85.59891304347826,L2NC,PN2,ios
2009-12-31,85.7,L2NC,PN2,ios
2010-01-31,85.73444444444445,L2NC,PN2,ios
2010-02-28,85.76555555555555,L2NC,PN2,ios
2010-03-31,85.8,L2NC,PN2,ios
2010-04-30,86.06373626373626,L2NC,PN2,ios
2010-05-31,86.33626373626373,L2NC,PN2,ios
2010-06-30,86.6,L2NC,PN2,ios
2010-07-31,86.8695652173913,L2NC,PN2,ios
2010-08-31,87.13913043478261,L2NC,PN2,ios
2010-09-30,87.4,L2NC,PN2,ios
2010-10-31,87.46739130434783,L2NC,PN2,ios
2010-11-30,87.53260869565217,L2NC,PN2,ios
2010-12-31,87.6,L2NC,PN2,ios
2011-01-31,87.8411111111111,L2NC,PN2,ios
2011-02-28,88.05888888888889,L2NC,PN2,ios
2011-03-31,88.3,L2NC,PN2,ios
2011-04-30,88.36593406593407,L2NC,PN2,ios
2011-05-31,88.43406593406593,L2NC,PN2,ios
2011-06-30,88.5,L2NC,PN2,ios
2011-07-31,88.63478260869566,L2NC,PN2,ios
2011-08-31,88.7695652173913,L2NC,PN2,ios
2011-09-30,88.9,L2NC,PN2,ios
2011-10-31,88.96739130434783,L2NC,PN2,ios
2011-11-30,89.03260869565217,L2NC,PN2,ios
2011-12-31,89.1,L2NC,PN2,ios
2012-01-31,89.50879120879121,L2NC,PN2,ios
2012-02-29,89.89120879120878,L2NC,PN2,ios
2012-03-31,90.3,L2NC,PN2,ios
2012-04-30,90.36593406593407,L2NC,PN2,ios
2012-05-31,90.43406593406593,L2NC,PN2,ios
2012-06-30,90.5,L2NC,PN2,ios
2012-07-31,91.0391304347826,L2NC,PN2,ios
2012-08-31,91.57826086956521,L2NC,PN2,ios
2012-09-30,92.1,L2NC,PN2,ios
2012-10-31,92.16739130434782,L2NC,PN2,ios
2012-11-30,92.23260869565217,L2NC,PN2,ios
2012-12-31,92.3,L2NC,PN2,ios
2013-01-31,92.61,L2NC,PN2,ios
2013-02-28,92.89,L2NC,PN2,ios
2013-03-31,93.2,L2NC,PN2,ios
2013-04-30,93.36483516483517,L2NC,PN2,ios
2013-05-31,93.53516483516484,L2NC,PN2,ios
2013-06-30,93.7,L2NC,PN2,ios
2013-07-31,93.90217391304348,L2NC,PN2,ios
2013-08-31,94.10434782608695,L2NC,PN2,ios
2013-09-30,94.3,L2NC,PN2,ios
2013-10-31,94.36739130434782,L2NC,PN2,ios
2013-11-30,94.43260869565218,L2NC,PN2,ios
2013-12-31,94.5,L2NC,PN2,ios
2014-01-31,94.67222222222222,L2NC,PN2,ios
2014-02-28,94.82777777777778,L2NC,PN2,ios
2014-03-31,95.0,L2NC,PN2,ios
2014-04-30,95.23076923076923,L2NC,PN2,ios
2014-05-31,95.46923076923078,L2NC,PN2,ios
2014-06-30,95.7,L2NC,PN2,ios
2014-07-31,95.83478260869565,L2NC,PN2,ios
2014-08-31,95.9695652173913,L2NC,PN2,ios
2014-09-30,96.1,L2NC,PN2,ios
2014-10-31,96.30217391304348,L2NC,PN2,ios
2014-11-30,96.49782608695652,L2NC,PN2,ios
2014-12-31,96.7,L2NC,PN2,ios
2015-01-31,96.83777777777777,L2NC,PN2,ios
2015-02-28,96.96222222222222,L2NC,PN2,ios
2015-03-31,97.1,L2NC,PN2,ios
2015-04-30,97.2978021978022,L2NC,PN2,ios
2015-05-31,97.5021978021978,L2NC,PN2,ios
2015-06-30,97.7,L2NC,PN2,ios
2015-07-31,97.90217391304348,L2NC,PN2,ios
2015-08-31,98.10434782608695,L2NC,PN2,ios
2015-09-30,98.3,L2NC,PN2,ios
2015-10-31,98.5695652173913,L2NC,PN2,ios
2015-11-30,98.83043478260869,L2NC,PN2,ios
2015-12-31,99.1,L2NC,PN2,ios
2016-01-31,99.16813186813187,L2NC,PN2,ios
2016-02-29,99.23186813186813,L2NC,PN2,ios
2016-03-31,99.3,L2NC,PN2,ios
2016-04-30,99.36593406593407,L2NC,PN2,ios
2016-05-31,99.43406593406593,L2NC,PN2,ios
2016-06-30,99.5,L2NC,PN2,ios
2016-07-31,99.7695652173913,L2NC,PN2,ios
2016-08-31,100.0391304347826,L2NC,PN2,ios
2016-09-30,100.3,L2NC,PN2,ios
2016-10-31,100.50217391304348,L2NC,PN2,ios
2016-11-30,100.69782608695652,L2NC,PN2,ios
2016-12-31,100.9,L2NC,PN2,ios
2017-01-31,100.96888888888888,L2NC,PN2,ios
2017-02-28,101.03111111111112,L2NC,PN2,ios
2017-03-31,101.1,L2NC,PN2,ios
2017-04-30,101.23186813186813,L2NC,PN2,ios
2017-05-31,101.36813186813187,L2NC,PN2,ios
2017-06-30,101.5,L2NC,PN2,ios
2017-07-31,101.60108695652174,L2NC,PN2,ios
2017-08-31,101.70217391304348,L2NC,PN2,ios
2017-09-30,101.8,L2NC,PN2,ios
2017-10-31,101.93478260869566,L2NC,PN2,ios
2017-11-30,102.06521739130434,L2NC,PN2,ios
2017-12-31,102.2,L2NC,PN2,ios
2018-01-31,102.37222222222222,L2NC,PN2,ios
2018-02-28,102.52777777777779,L2NC,PN2,ios
2018-03-31,102.7,L2NC,PN2,ios
2018-04-30,102.9967032967033,L2NC,PN2,ios
2018-05-31,103.3032967032967,L2NC,PN2,ios
2018-06-30,103.6,L2NC,PN2,ios
2018-07-31,103.80217391304348,L2NC,PN2,ios
2018-08-31,104.00434782608696,L2NC,PN2,ios
2018-09-30,104.2,L2NC,PN2,ios
2018-10-31,104.40217391304348,L2NC,PN2,ios
2018-11-30,104.59782608695652,L2NC,PN2,ios
2018-12-31,104.8,L2NC,PN2,ios
2019-01-31,104.93777777777778,L2NC,PN2,ios
2019-02-28,105.06222222222222,L2NC,PN2,ios
2019-03-31,105.2,L2NC,PN2,ios
2019-04-30,105.23296703296704,L2NC,PN2,ios
2019-05-31,105.26703296703296,L2NC,PN2,ios
2019-06-30,105.3,L2NC,PN2,ios
2019-07-31,105.43478260869566,L2NC,PN2,ios
2019-08-31,105.5695652173913,L2NC,PN2,ios
2019-09-30,105.7,L2NC,PN2,ios
1955-03-31,112194.0,ABMI,PN2,gdp
1955-04-30,112218.06593406593,ABMI,PN2,gdp
1955-05-31,112242.93406593407,ABMI,PN2,gdp
1955-06-30,112267.0,ABMI,PN2,gdp
1955-07-31,113032.22826086957,ABMI,PN2,gdp
1955-08-31,113797.45652173914,ABMI,PN2,gdp
1955-09-30,114538.0,ABMI,PN2,gdp
1955-10-31,114335.82608695653,ABMI,PN2,gdp
1955-11-30,114140.17391304347,ABMI,PN2,gdp
1955-12-31,113938.0,ABMI,PN2,gdp
1956-01-31,114393.12087912088,ABMI,PN2,gdp
1956-02-29,114818.87912087912,ABMI,PN2,gdp
1956-03-31,115274.0,ABMI,PN2,gdp
1956-04-30,115191.58241758242,ABMI,PN2,gdp
1956-05-31,115106.41758241758,ABMI,PN2,gdp
1956-06-30,115024.0,ABMI,PN2,gdp
1956-07-31,114978.84782608696,ABMI,PN2,gdp
1956-08-31,114933.69565217392,ABMI,PN2,gdp
1956-09-30,114890.0,ABMI,PN2,gdp
1956-10-31,115071.61956521739,ABMI,PN2,gdp
1956-11-30,115247.38043478261,ABMI,PN2,gdp
1956-12-31,115429.0,ABMI,PN2,gdp
1957-01-31,116224.32222222222,ABMI,PN2,gdp
1957-02-28,116942.67777777778,ABMI,PN2,gdp
1957-03-31,117738.0,ABMI,PN2,gdp
1957-04-30,117741.95604395604,ABMI,PN2,gdp
1957-05-31,117746.04395604396,ABMI,PN2,gdp
1957-06-30,117750.0,ABMI,PN2,gdp
1957-07-31,117506.38043478261,ABMI,PN2,gdp
1957-08-31,117262.76086956522,ABMI,PN2,gdp
1957-09-30,117027.0,ABMI,PN2,gdp
1957-10-31,117105.17391304347,ABMI,PN2,gdp
1957-11-30,117180.82608695653,ABMI,PN2,gdp
1957-12-31,117259.0,ABMI,PN2,gdp
1958-01-31,118148.01111111112,ABMI,PN2,gdp
1958-02-28,118950.98888888888,ABMI,PN2,gdp
1958-03-31,119840.0,ABMI,PN2,gdp
1958-04-30,118901.0989010989,ABMI,PN2,gdp
1958-05-31,117930.9010989011,ABMI,PN2,gdp
1958-06-30,116992.0,ABMI,PN2,gdp
1958-07-31,117869.09782608696,ABMI,PN2,gdp
1958-08-31,118746.19565217392,ABMI,PN2,gdp
1958-09-30,119595.0,ABMI,PN2,gdp
1958-10-31,119636.44565217392,ABMI,PN2,gdp
1958-11-30,119676.55434782608,ABMI,PN2,gdp
1958-12-31,119718.0,ABMI,PN2,gdp
1959-01-31,119958.42222222222,ABMI,PN2,gdp
1959-02-28,120175.57777777778,ABMI,PN2,gdp
1959-03-31,120416.0,ABMI,PN2,gdp
1959-04-30,121063.8021978022,ABMI,PN2,gdp
1959-05-31,121733.1978021978,ABMI,PN2,gdp
1959-06-30,122381.0,ABMI,PN2,gdp
1959-07-31,123267.86956521739,ABMI,PN2,gdp
1959-08-31,124154.73913043478,ABMI,PN2,gdp
1959-09-30,125013.0,ABMI,PN2,gdp
1959-10-31,126080.47826086957,ABMI,PN2,gdp
1959-11-30,127113.52173913043,ABMI,PN2,gdp
1959-12-31,128181.0,ABMI,PN2,gdp
1960-01-31,129277.58241758242,ABMI,PN2,gdp
1960-02-29,130303.41758241758,ABMI,PN2,gdp
1960-03-31,131400.0,ABMI,PN2,gdp
1960-04-30,131081.86813186813,ABMI,PN2,gdp
1960-05-31,130753.13186813187,ABMI,PN2,gdp
1960-06-30,130435.0,ABMI,PN2,gdp
1960-07-31,131100.15217391305,ABMI,PN2,gdp
1960-08-31,131765.30434782608,ABMI,PN2,gdp
1960-09-30,132409.0,ABMI,PN2,gdp
1960-10-31,132689.01086956522,ABMI,PN2,gdp
1960-11-30,132959.98913043478,ABMI,PN2,gdp
1960-12-31,133240.0,ABMI,PN2,gdp
1961-01-31,133981.93333333332,ABMI,PN2,gdp
1961-02-28,134652.06666666668,ABMI,PN2,gdp
1961-03-31,135394.0,ABMI,PN2,gdp
1961-04-30,135589.16483516485,ABMI,PN2,gdp
1961-05-31,135790.83516483515,ABMI,PN2,gdp
1961-06-30,135986.0,ABMI,PN2,gdp
1961-07-31,135752.8260869565,ABMI,PN2,gdp
1961-08-31,135519.65217391305,ABMI,PN2,gdp
1961-09-30,135294.0,ABMI,PN2,gdp
1961-10-31,135214.8152173913,ABMI,PN2,gdp
1961-11-30,135138.1847826087,ABMI,PN2,gdp
1961-12-31,135059.0,ABMI,PN2,gdp
1962-01-31,135261.53333333333,ABMI,PN2,gdp
1962-02-28,135444.46666666667,ABMI,PN2,gdp
1962-03-31,135647.0,ABMI,PN2,gdp
1962-04-30,136080.84615384616,ABMI,PN2,gdp
1962-05-31,136529.15384615384,ABMI,PN2,gdp
1962-06-30,136963.0,ABMI,PN2,gdp
1962-07-31,137238.63043478262,ABMI,PN2,gdp
1962-08-31,137514.26086956522,ABMI,PN2,gdp
1962-09-30,137781.0,ABMI,PN2,gdp
1962-10-31,137616.90217391305,ABMI,PN2,gdp
1962-11-30,137458.09782608695,ABMI,PN2,gdp
1962-12-31,137294.0,ABMI,PN2,gdp
1963-01-31,137510.65555555557,ABMI,PN2,gdp
1963-02-28,137706.34444444443,ABMI,PN2,gdp
1963-03-31,137923.0,ABMI,PN2,gdp
1963-04-30,139894.75824175825,ABMI,PN2,gdp
1963-05-31,141932.24175824175,ABMI,PN2,gdp
1963-06-30,143904.0,ABMI,PN2,gdp
1963-07-31,144133.46739130435,ABMI,PN2,gdp
1963-08-31,144362.9347826087,ABMI,PN2,gdp
1963-09-30,144585.0,ABMI,PN2,gdp
1963-10-31,145697.96739130435,ABMI,PN2,gdp
1963-11-30,146775.03260869565,ABMI,PN2,gdp
1963-12-31,147888.0,ABMI,PN2,gdp
1964-01-31,148184.7142857143,ABMI,PN2,gdp
1964-02-29,148462.2857142857,ABMI,PN2,gdp
1964-03-31,148759.0,ABMI,PN2,gdp
1964-04-30,149627.35164835164,ABMI,PN2,gdp
1964-05-31,150524.64835164836,ABMI,PN2,gdp
1964-06-30,151393.0,ABMI,PN2,gdp
1964-07-31,151595.84782608695,ABMI,PN2,gdp
1964-08-31,151798.69565217392,ABMI,PN2,gdp
1964-09-30,151995.0,ABMI,PN2,gdp
1964-10-31,152766.29347826086,ABMI,PN2,gdp
1964-11-30,153512.70652173914,ABMI,PN2,gdp
1964-12-31,154284.0,ABMI,PN2,gdp
1965-01-31,154138.98888888888,ABMI,PN2,gdp
1965-02-28,154008.01111111112,ABMI,PN2,gdp
1965-03-31,153863.0,ABMI,PN2,gdp
1965-04-30,153903.8791208791,ABMI,PN2,gdp
1965-05-31,153946.1208791209,ABMI,PN2,gdp
1965-06-30,153987.0,ABMI,PN2,gdp
1965-07-31,154420.3260869565,ABMI,PN2,gdp
1965-08-31,154853.65217391305,ABMI,PN2,gdp
1965-09-30,155273.0,ABMI,PN2,gdp
1965-10-31,155594.45652173914,ABMI,PN2,gdp
1965-11-30,155905.54347826086,ABMI,PN2,gdp
1965-12-31,156227.0,ABMI,PN2,gdp
1966-01-31,156318.27777777778,ABMI,PN2,gdp
1966-02-28,156400.72222222222,ABMI,PN2,gdp
1966-03-31,156492.0,ABMI,PN2,gdp
1966-04-30,156796.61538461538,ABMI,PN2,gdp
1966-05-31,157111.38461538462,ABMI,PN2,gdp
1966-06-30,157416.0,ABMI,PN2,gdp
1966-07-31,157580.77173913043,ABMI,PN2,gdp
1966-08-31,157745.54347826086,ABMI,PN2,gdp
1966-09-30,157905.0,ABMI,PN2,gdp
1966-10-31,157682.60869565216,ABMI,PN2,gdp
1966-11-30,157467.39130434784,ABMI,PN2,gdp
1966-12-31,157245.0,ABMI,PN2,gdp
1967-01-31,157979.35555555555,ABMI,PN2,gdp
1967-02-28,158642.64444444445,ABMI,PN2,gdp
1967-03-31,159377.0,ABMI,PN2,gdp
1967-04-30,160116.78021978022,ABMI,PN2,gdp
1967-05-31,160881.21978021978,ABMI,PN2,gdp
1967-06-30,161621.0,ABMI,PN2,gdp
1967-07-31,161870.34782608695,ABMI,PN2,gdp
1967-08-31,162119.69565217392,ABMI,PN2,gdp
1967-09-30,162361.0,ABMI,PN2,gdp
1967-10-31,162630.22826086957,ABMI,PN2,gdp
1967-11-30,162890.77173913043,ABMI,PN2,gdp
1967-12-31,163160.0,ABMI,PN2,gdp
1968-01-31,165195.78021978022,ABMI,PN2,gdp
1968-02-29,167100.21978021978,ABMI,PN2,gdp
1968-03-31,169136.0,ABMI,PN2,gdp
1968-04-30,168917.0989010989,ABMI,PN2,gdp
1968-05-31,168690.9010989011,ABMI,PN2,gdp
1968-06-30,168472.0,ABMI,PN2,gdp
1968-07-31,169599.79347826086,ABMI,PN2,gdp
1968-08-31,170727.58695652173,ABMI,PN2,gdp
1968-09-30,171819.0,ABMI,PN2,gdp
1968-10-31,172039.70652173914,ABMI,PN2,gdp
1968-11-30,172253.29347826086,ABMI,PN2,gdp
1968-12-31,172474.0,ABMI,PN2,gdp
1969-01-31,172338.63333333333,ABMI,PN2,gdp
1969-02-28,172216.36666666667,ABMI,PN2,gdp
1969-03-31,172081.0,ABMI,PN2,gdp
1969-04-30,172523.0879120879,ABMI,PN2,gdp
1969-05-31,172979.9120879121,ABMI,PN2,gdp
1969-06-30,173422.0,ABMI,PN2,gdp
1969-07-31,173747.16304347827,ABMI,PN2,gdp
1969-08-31,174072.3260869565,ABMI,PN2,gdp
1969-09-30,174387.0,ABMI,PN2,gdp
1969-10-31,174672.40217391305,ABMI,PN2,gdp
1969-11-30,174948.59782608695,ABMI,PN2,gdp
1969-12-31,175234.0,ABMI,PN2,gdp
1970-01-31,174847.8777777778,ABMI,PN2,gdp
1970-02-28,174499.1222222222,ABMI,PN2,gdp
1970-03-31,174113.0,ABMI,PN2,gdp
1970-04-30,175473.8791208791,ABMI,PN2,gdp
1970-05-31,176880.1208791209,ABMI,PN2,gdp
1970-06-30,178241.0,ABMI,PN2,gdp
1970-07-31,178839.77173913043,ABMI,PN2,gdp
1970-08-31,179438.54347826086,ABMI,PN2,gdp
1970-09-30,180018.0,ABMI,PN2,gdp
1970-10-31,180544.3260869565,ABMI,PN2,gdp
1970-11-30,181053.6739130435,ABMI,PN2,gdp
1970-12-31,181580.0,ABMI,PN2,gdp
1971-01-31,181222.8111111111,ABMI,PN2,gdp
